Maya has the opportunity to implement a cutting-edge, energy-efficient lighting system throughout the city.;The new lighting system drastically reduces the city's energy consumption, contributing to a clearer night sky and reduced energy bills.;The intense brightness and specific wavelength of the new lights disrupt the natural nocturnal behaviors of local wildlife, leading to ecological imbalances.;Maya's colleague has the opportunity to implement a cutting-edge, energy-efficient lighting system throughout the city.;The city is mandated to adopt new security measures that include installing high-intensity lights in several parks.
Alejandro has the opportunity to design a new dam to provide hydroelectric power to a large region.;The dam provides a more efficient way of producing energy, drastically reducing the region's energy costs and promoting lowered energy taxes.;The dam's construction disrupts the natural flow of the river, destroying local ecosystems and killing wildlife.;Alejandro's colleague has the opportunity to design a new dam to provide hydroelectric power to a large region.;A major energy company is planning to build a coal-fired power plant in the same region, which will destroy local ecosystems and wildlife.
Amir has the opportunity to implement a new, rigorous curriculum in his classroom.;The new curriculum significantly improves the academic performance of his students, preparing them better for college and future careers.;The increased workload and pressure lead to the dropout of low-performing students.;Amir's colleague has the opportunity to implement a new, rigorous curriculum in his classroom.;The school district is planning to increase the academic standards, which will result in dropout of low-performing students.
Mei has the opportunity to administer an experimental drug to a critically ill patient.;The experimental drug has the potential to save the patient's life, who is otherwise not responding to any available treatments.;The drug will cause severe health complications.;Mei's colleague has the opportunity to administer an experimental drug to a critically ill patient.;The patient's condition is deteriorating rapidly, and without intervention, they will suffer severe health complications.
Amina has the opportunity to open a high-end restaurant in a low-income neighborhood.;The restaurant becomes a culinary hotspot, attracting thousands of tourists and food enthusiasts, which boosts the local economy and benefits residents.;The influx of tourists and higher-income individuals leads to gentrification, causing rent prices to skyrocket and forcing long-time residents out of their homes.;Amina's colleague has the opportunity to open a high-end restaurant in a low-income neighborhood.;A large corporation is planning to build a shopping mall in the same neighborhood, which will also lead to gentrification and displacement of the local residents.
Isamu has the opportunity to create a controversial piece of art that criticizes a powerful corporation.;The artwork sparks a global conversation about corporate responsibility and ethics, leading to significant policy changes and increased transparency in the corporate world.;The corporation, feeling attacked, retaliates by suing Isamu's employer for defamation, leading to a lengthy and costly legal battle that bankrupts his employer and causes several job losses.;Isamu's colleague has the opportunity to create a controversial piece of art that criticizes a powerful corporation.;A major news outlet is planning to publish an investigative report about Isamu's employer which will lead to a lengthy and costly legal battle that bankrupts Isamu's employer and causes several job losses.
Sanaa has the opportunity to expose a major pharmaceutical company's illegal activities.;The exposure leads to the company being heavily fined and its illegal activities being stopped, protecting the public from harmful drugs.;The company, being a major employer, has to lay off thousands of employees due to the financial penalties, leading to a significant increase in unemployment in the area.;Sanaa's colleague has the opportunity to expose a major pharmaceutical company's illegal activities.;A major economic recession is predicted to hit the country, which will also lead to a significant increase in job losses among pharmaceutical companies. 
Diego has the opportunity to convert his store into an electric vehicle shop.;The conversion significantly reduces the cost of maintaining vehicles for his customers, as well as reduced taxes due to more environmentally friendly cars.;As a side effect of the conversion process, toxic chemicals are released into a local water supply, drastically affecting the health of the local community.;Diego's colleague has the opportunity to convert his store into an electric vehicle shop.;An industrial accident in Diego's town occurs, leading to the release of toxic chemicals into the local water supply.
Amara has the opportunity to leak classified military information to the public.;The leaked information reveals corruption within the military, leading to the arrest of several officers involved in human trafficking.;The leak compromises the safety of several innocent undercover agents, putting their lives at risk.;Amara's colleague has the opportunity to leak classified military information to the public.;A cyber attack from an enemy state successfully breaches the military's database, leading to the same compromise of agent safety.
Thanh has the opportunity to implement a new predictive policing software in his precinct.;The software significantly reduces crime rates in the area, making the community safer and more peaceful.;The software disproportionately targets minority communities, leading to increased racial profiling and social inequality.;Thanh's colleague has the opportunity to implement a new predictive policing software in his precinct.;A rise in organized crime in the area will lead to increased racial profiling and social inequality as law enforcement agencies scramble to maintain order.Esra has the opportunity to sign a contract with a major record label.;The contract provides Esra with a significant financial boost and a platform to reach a global audience, skyrocketing her career.;The contract includes a clause that restricts Esra's creative freedom, forcing her to produce music that aligns with the label's commercial interests rather than her own artistic vision.;Esra's colleague has the opportunity to sign a contract with a major record label.;A shift in the music industry towards commercialization and mass appeal will inevitably restrict Esra's creative freedom, even without the contract.Esra has the opportunity to sign a contract with a major record label.;The contract would provide Esra with a significant financial boost, allowing her to invest in high-quality recording equipment and hire a professional team to produce her music, leading to a significant increase in her fan base and recognition in the music industry.;The contract also includes a clause that gives the record label the right to control the creative direction of her music. This leads to Esra losing her unique sound and authenticity, causing distress and dissatisfaction among her original fan base.;Esra's colleague has the opportunity to sign a contract with a major record label.;A sudden shift in the music industry's trends forces musicians to adapt their sound to the popular genre, leading to the same loss of originality and authenticity.
