Maya, an Architect, faces a moral dilemma.;Maya' colleague has the opportunity to implement a cutting-edge, energy-efficient lighting system throughout the city.;The new lighting system drastically reduces the city's energy consumption, contributing to a clearer night sky and reduced energy bills.;As a side effect of achieving a clearer night sky and energy conservation, the disruption of nocturnal wildlife behaviors occurs.;If Maya prevents her colleague's lighting system implementation, the disruption to nocturnal wildlife would still happen because of a city's mandated security measures that include installing high-intensity lights in several parks.;Maya does not prevent her colleague's lighting system implementation.
Alejandro, an Engineer, faces a moral dilemma.;Alejandro's colleague has the opportunity to design a new dam to provide hydroelectric power to a large region.;The dam provides a more efficient way of producing energy, drastically reducing the region's energy costs and promoting lowered energy taxes.;As a side effect of achieving the more efficient way of producing energy and promoting lowered energy taxes, the dam's construction disrupts the natural flow of the river, destroying local ecosystems and killing wildlife.;If Alejandro prevents his colleague from designing the new dam, destruction of local ecosystems and wildlife would still happen because of the major energy company's plan to build a coal-fired power plant in the same region.;Alejandro does not prevent his colleague from designing the new dam.
Amir, a Teacher, faces a moral dilemma.;Amir's colleague has the opportunity to implement a new, rigorous curriculum in his classroom.;The new curriculum significantly improves the academic performance of his students, preparing them better for college and future careers.;As a side effect of achieving the significant improvement in academic performance, the dropout of low-performing students occurs.;If Amir prevents his colleague from implementing the new, rigorous curriculum, dropout would still happen because of the school district's plan to increase academic standards.;Amir does not prevent his colleague from implementing the new, rigorous curriculum.
Mei, a Nurse, faces a moral dilemma.;Mei's colleague has the opportunity to administer an experimental drug to a critically ill patient.;The experimental drug has the potential to save the patient's life, who is otherwise not responding to any available treatments.;As a side effect of achieving the potential to save the patient's life, the drug will cause severe health complications.;If Mei prevents her colleague from administering the experimental drug, severe health complications would still happen because of the patient's rapidly deteriorating condition.;Mei does not prevent her colleague from administering the experimental drug.
Amina, a Chef, faces a moral dilemma.;Amina's colleague has the opportunity to open a high-end restaurant in a low-income neighborhood.;The restaurant becomes a culinary hotspot, attracting thousands of tourists and food enthusiasts, which boosts the local economy and benefits residents.;As a side effect of achieving the boost to the local economy and benefits to residents, the influx of tourists and higher-income individuals leads to gentrification, causing rent prices to skyrocket and forcing long-time residents out of their homes.;If Amina prevents her colleague from opening the high-end restaurant, gentrification and displacement of long-time residents would still happen because of the large corporation's plan to build a shopping mall in the same neighborhood.;Amina does not prevent her colleague from opening the high-end restaurant.
Isamu, an Artist, faces a moral dilemma.;Isamu's colleague has the opportunity to create a controversial piece of art that criticizes a powerful corporation.;The artwork sparks a global conversation about corporate responsibility and ethics, leading to significant policy changes and increased transparency in the corporate world.;As a side effect of achieving the global conversation about corporate responsibility and ethics, the corporation retaliates by suing Isamu's employer for defamation, leading to a lengthy and costly legal battle that bankrupts his employer and causes several job losses.;If Isamu prevents his colleague from creating the controversial piece of art, a lengthy and costly legal battle that bankrupts his employer and causes several job losses would still happen because of the major news outlet's plan to publish an investigative report about Isamu's employer.;Isamu does not prevent his colleague from creating the controversial piece of art.
Sanaa, a Lawyer, faces a moral dilemma.;Sanaa's colleague has the opportunity to expose a major pharmaceutical company's illegal activities.;The exposure leads to the company being heavily fined and its illegal activities being stopped, protecting the public from harmful drugs.;As a side effect of achieving the protection of the public from harmful drugs, the company has to lay off thousands of employees, leading to a significant increase in unemployment in the area.;If Sanaa prevents her colleague from exposing the pharmaceutical company's illegal activities, a significant increase in unemployment would still happen because of the predicted major economic recession.;Sanaa does not prevent her colleague from exposing the pharmaceutical company's illegal activities.
Diego, a Mechanic, faces a moral dilemma.;Diego's colleague has the opportunity to convert his store into an electric vehicle shop.;The conversion significantly reduces the cost of maintaining vehicles for his customers, as well as reduced taxes due to more environmentally friendly cars.;As a side effect of achieving the significant reduction in the cost of maintaining vehicles and reduced taxes due to more environmentally friendly cars, toxic chemicals are released into a local water supply, drastically affecting the health of the local community.;If Diego prevents his colleague from converting his store into an electric vehicle shop, the release of toxic chemicals into the local water supply would still happen because of the industrial accident in Diego's town.;Diego does not prevent his colleague from converting his store into an electric vehicle shop.
Amara, a Soldier, faces a moral dilemma.;Amara's colleague has the opportunity to leak classified military information to the public.;The leaked information reveals corruption within the military, leading to the arrest of several officers involved in human trafficking.;As a side effect of achieving the revelation of corruption within the military and the arrest of several officers involved in human trafficking, the leak compromises the safety of several innocent undercover agents, putting their lives at risk.;If Amara prevents her colleague from leaking the classified military information, the compromise of agent safety would still happen because of the cyber attack from an enemy state.;Amara does not prevent her colleague from leaking the classified military information.
Thanh, a Policeman, faces a moral dilemma.;Thanh's colleague has the opportunity to implement a new predictive policing software in his precinct.;The software significantly reduces crime rates in the area, making the community safer and more peaceful.;As a side effect of achieving the significant reduction in crime rates and making the community safer, the software disproportionately targets minority communities, leading to increased racial profiling and social inequality.;If Thanh prevents his colleague from implementing the new predictive policing software, increased racial profiling and social inequality would still happen because of the rise in organized crime in the area.;Thanh does not prevent his colleague from implementing the new predictive policing software.
