Maya, an Architect, faces a moral dilemma.;Maya has the opportunity to initiate a major urban renewal project in the city.;As a means to achieve the creation of a thriving business district, attracting international investment, dramatically boosting the local economy, and providing numerous job opportunities, the renewal project requires demolishing several historical buildings and relocating a long-established residential community.;If Maya does not initiate the urban renewal project, the demolition of historical buildings and community displacement would still happen because of the city mandate for industrial redevelopment.;Maya initiates the major urban renewal project.
Alejandro, an Engineer, faces a moral dilemma.;Alejandro has the opportunity to implement a new power grid system in the city.;As a means to achieve the significant reduction in energy consumption and energy taxes for residents, as well as promoting stable and sustainable power supply for the future, implementing a new power grid system requires a temporary shutdown of the city's power supply, causing a city-wide blackout for several days.;If Alejandro does not implement the new power grid system, the city-wide blackout for several days would still happen because a major storm is predicted to hit the city.;Alejandro implements the new power grid system.
Amir, a Teacher, faces a moral dilemma.;Amir has the opportunity to introduce a new, rigorous curriculum in his class.;As a means to achieve the significant improvement of the students' critical thinking skills and better preparation for higher education and future careers, introducing a new, rigorous curriculum requires students to undergo a period of intense stress and workload, which will affect their mental health.;If Amir does not introduce the new curriculum, the intense stress and workload on students would still happen because a new state-wide education policy.;Amir introduces the new curriculum.
Mei, a Nurse, faces a moral dilemma.;Mei has the opportunity to administer a new experimental drug to a critically ill patient.;As a means to achieve the potential complete cure of the patient's illness, leading to a full recovery and a healthy life, administering the new experimental drug requires the cessation of the patient's current treatment, which will lead to a temporary but significant deterioration in the patient's health.;If Mei does not administer the new experimental drug, the significant deterioration in the patient's health would still happen because the patient's current treatment is becoming ineffective.;Mei administers the new experimental drug.
Amina, a Chef, faces a moral dilemma.;Amina has the opportunity to change the menu of her restaurant to entirely plant-based dishes.;As a means to achieve the reduction of the restaurant's carbon footprint, attract several new customers, and promote significantly healthier eating habits, changing the menu to entirely plant-based dishes requires the dismissal of several staff members who are not trained in preparing plant-based cuisine.;If Amina does not change the menu to entirely plant-based dishes, the dismissal of several staff members would still happen because a shortage in the supply of meat and dairy products is inevitable.;Amina changes the menu to entirely plant-based dishes.
Isamu, an Artist, faces a moral dilemma.;Isamu has the opportunity to create a controversial art piece that criticizes a powerful corporation.;As a means to spark a public outcry, leading to a thorough investigation of the corporation's unethical practices and protecting future employees from exploitation, creating a controversial art piece requires Isamu to steal highly sensitive information from the corporation.;If Isamu does not create the controversial art piece, the theft of highly sensitive information from the corporation would still happen because a whistleblower within the corporation steals the highly sensitive information.;Isamu creates the controversial art piece.
Sanaa, a Lawyer, faces a moral dilemma.;Sanaa has the opportunity to expose a major pharmaceutical company's illegal drug trials.;As a means to achieve stricter regulations in the pharmaceutical industry, preventing future drug trials that are putting people's lives at risk, exposing a major pharmaceutical company's illegal drug trials requires conducting intensive medical procedures on current patients, resulting in irreversible health changes for some of them.;If Sanaa does not expose the major pharmaceutical company's illegal drug trials, the irreversible health changes for some patients would still happen because the new government policy mandates conducting intensive medical procedures on current patients in the company's drug trials.;Sanaa exposes the major pharmaceutical company's illegal drug trials.
Diego, a Mechanic, faces a moral dilemma.;Diego has the opportunity to convert his traditional auto repair shop into an electric vehicle service center.;As a means to achieve the highly profitable and more sustainable conversion to an electric vehicle service center, Diego's conversion requires him to lay off his current employees who lack the skills and knowledge to service electric vehicles.;If Diego does not convert his traditional auto repair shop into an electric vehicle service center, the layoff of his current employees would still happen because a new law mandating the phase-out of gasoline vehicles is coming into effect.;Diego converts his traditional auto repair shop into an electric vehicle service center.
Amara, a Soldier, faces a moral dilemma.;Amara has the opportunity to destroy a bridge that is the only connection between two towns.;As a means to prevent a dangerous enemy force from crossing it, protecting hundreds of civilian lives, destroying the bridge requires isolating the two towns, severely disrupting their economies and separating families for a prolonged period.;If Amara does not destroy the bridge, the isolation of the two towns, severely disrupting their economies and separating families for a prolonged period, would still happen because a severe flood is predicted to occur.;Amara destroys the bridge.
Thanh, a Policeman, faces a moral dilemma.;Thanh has the opportunity to release a criminal informant back into society.;As a means to achieve the arrest and conviction of a dangerous murderer, releasing a criminal informant back into society requires Thanh to allow the informant to continue their illegal activities.;If Thanh does not release the criminal informant back into society, the informant's continued illegal activities would still happen because Thanh's boss decides to release the informant.;Thanh releases the criminal informant back into society.
